id;link;pub_date;title;abstract;authors;pdf_link;category;comments;tags
2306.12570v1;http://arxiv.org/abs/2306.12570v1;2023-06-21;Local 3D Editing via 3D Distillation of CLIP Knowledge;"3D content manipulation is an important computer vision task with many
real-world applications (e.g., product design, cartoon generation, and 3D
Avatar editing). Recently proposed 3D GANs can generate diverse photorealistic
3D-aware contents using Neural Radiance fields (NeRF). However, manipulation of
NeRF still remains a challenging problem since the visual quality tends to
degrade after manipulation and suboptimal control handles such as 2D semantic
maps are used for manipulations. While text-guided manipulations have shown
potential in 3D editing, such approaches often lack locality. To overcome these
problems, we propose Local Editing NeRF (LENeRF), which only requires text
inputs for fine-grained and localized manipulation. Specifically, we present
three add-on modules of LENeRF, the Latent Residual Mapper, the Attention Field
Network, and the Deformation Network, which are jointly used for local
manipulations of 3D features by estimating a 3D attention field. The 3D
attention field is learned in an unsupervised way, by distilling the zero-shot
mask generation capability of CLIP to the 3D space with multi-view guidance. We
conduct diverse experiments and thorough evaluations both quantitatively and
qualitatively.";Junha Hyung<author:sep>Sungwon Hwang<author:sep>Daejin Kim<author:sep>Hyunji Lee<author:sep>Jaegul Choo;http://arxiv.org/pdf/2306.12570v1;cs.CV;conference: CVPR 2023;nerf
2306.12422v1;http://arxiv.org/abs/2306.12422v1;2023-06-21;DreamTime: An Improved Optimization Strategy for Text-to-3D Content  Creation;"Text-to-image diffusion models pre-trained on billions of image-text pairs
have recently enabled text-to-3D content creation by optimizing a randomly
initialized Neural Radiance Fields (NeRF) with score distillation. However, the
resultant 3D models exhibit two limitations: (a) quality concerns such as
saturated color and the Janus problem; (b) extremely low diversity comparing to
text-guided image synthesis. In this paper, we show that the conflict between
NeRF optimization process and uniform timestep sampling in score distillation
is the main reason for these limitations. To resolve this conflict, we propose
to prioritize timestep sampling with monotonically non-increasing functions,
which aligns NeRF optimization with the sampling process of diffusion model.
Extensive experiments show that our simple redesign significantly improves
text-to-3D content creation with higher quality and diversity.";Yukun Huang<author:sep>Jianan Wang<author:sep>Yukai Shi<author:sep>Xianbiao Qi<author:sep>Zheng-Jun Zha<author:sep>Lei Zhang;http://arxiv.org/pdf/2306.12422v1;cs.CV;;nerf
2306.12423v1;http://arxiv.org/abs/2306.12423v1;2023-06-21;Benchmarking and Analyzing 3D-aware Image Synthesis with a Modularized  Codebase;"Despite the rapid advance of 3D-aware image synthesis, existing studies
usually adopt a mixture of techniques and tricks, leaving it unclear how each
part contributes to the final performance in terms of generality. Following the
most popular and effective paradigm in this field, which incorporates a neural
radiance field (NeRF) into the generator of a generative adversarial network
(GAN), we build a well-structured codebase, dubbed Carver, through modularizing
the generation process. Such a design allows researchers to develop and replace
each module independently, and hence offers an opportunity to fairly compare
various approaches and recognize their contributions from the module
perspective. The reproduction of a range of cutting-edge algorithms
demonstrates the availability of our modularized codebase. We also perform a
variety of in-depth analyses, such as the comparison across different types of
point feature, the necessity of the tailing upsampler in the generator, the
reliance on the camera pose prior, etc., which deepen our understanding of
existing methods and point out some further directions of the research work. We
release code and models at https://github.com/qiuyu96/Carver to facilitate the
development and evaluation of this field.";Qiuyu Wang<author:sep>Zifan Shi<author:sep>Kecheng Zheng<author:sep>Yinghao Xu<author:sep>Sida Peng<author:sep>Yujun Shen;http://arxiv.org/pdf/2306.12423v1;cs.CV;Code: https://github.com/qiuyu96/Carver;nerf
2306.11556v1;http://arxiv.org/abs/2306.11556v1;2023-06-20;NeRF synthesis with shading guidance;"The emerging Neural Radiance Field (NeRF) shows great potential in
representing 3D scenes, which can render photo-realistic images from novel view
with only sparse views given. However, utilizing NeRF to reconstruct real-world
scenes requires images from different viewpoints, which limits its practical
application. This problem can be even more pronounced for large scenes. In this
paper, we introduce a new task called NeRF synthesis that utilizes the
structural content of a NeRF patch exemplar to construct a new radiance field
of large size. We propose a two-phase method for synthesizing new scenes that
are continuous in geometry and appearance. We also propose a boundary
constraint method to synthesize scenes of arbitrary size without artifacts.
Specifically, we control the lighting effects of synthesized scenes using
shading guidance instead of decoupling the scene. We have demonstrated that our
method can generate high-quality results with consistent geometry and
appearance, even for scenes with complex lighting. We can also synthesize new
scenes on curved surface with arbitrary lighting effects, which enhances the
practicality of our proposed NeRF synthesis approach.";Chenbin Li<author:sep>Yu Xin<author:sep>Gaoyi Liu<author:sep>Xiang Zeng<author:sep>Ligang Liu;http://arxiv.org/pdf/2306.11556v1;cs.CV;16 pages, 16 figures, accepted by CAD/Graphics 2023(poster);nerf
2306.10350v2;http://arxiv.org/abs/2306.10350v2;2023-06-17;MA-NeRF: Motion-Assisted Neural Radiance Fields for Face Synthesis from  Sparse Images;"We address the problem of photorealistic 3D face avatar synthesis from sparse
images. Existing Parametric models for face avatar reconstruction struggle to
generate details that originate from inputs. Meanwhile, although current
NeRF-based avatar methods provide promising results for novel view synthesis,
they fail to generalize well for unseen expressions. We improve from NeRF and
propose a novel framework that, by leveraging the parametric 3DMM models, can
reconstruct a high-fidelity drivable face avatar and successfully handle the
unseen expressions. At the core of our implementation are structured
displacement feature and semantic-aware learning module. Our structured
displacement feature will introduce the motion prior as an additional
constraints and help perform better for unseen expressions, by constructing
displacement volume. Besides, the semantic-aware learning incorporates
multi-level prior, e.g., semantic embedding, learnable latent code, to lift the
performance to a higher level. Thorough experiments have been doen both
quantitatively and qualitatively to demonstrate the design of our framework,
and our method achieves much better results than the current state-of-the-arts.";Weichen Zhang<author:sep>Xiang Zhou<author:sep>Yukang Cao<author:sep>Wensen Feng<author:sep>Chun Yuan;http://arxiv.org/pdf/2306.10350v2;cs.CV;;nerf
2306.09329v1;http://arxiv.org/abs/2306.09329v1;2023-06-15;DreamHuman: Animatable 3D Avatars from Text;"We present DreamHuman, a method to generate realistic animatable 3D human
avatar models solely from textual descriptions. Recent text-to-3D methods have
made considerable strides in generation, but are still lacking in important
aspects. Control and often spatial resolution remain limited, existing methods
produce fixed rather than animated 3D human models, and anthropometric
consistency for complex structures like people remains a challenge. DreamHuman
connects large text-to-image synthesis models, neural radiance fields, and
statistical human body models in a novel modeling and optimization framework.
This makes it possible to generate dynamic 3D human avatars with high-quality
textures and learned, instance-specific, surface deformations. We demonstrate
that our method is capable to generate a wide variety of animatable, realistic
3D human models from text. Our 3D models have diverse appearance, clothing,
skin tones and body shapes, and significantly outperform both generic
text-to-3D approaches and previous text-based 3D avatar generators in visual
fidelity. For more results and animations please check our website at
https://dream-human.github.io.";Nikos Kolotouros<author:sep>Thiemo Alldieck<author:sep>Andrei Zanfir<author:sep>Eduard Gabriel Bazavan<author:sep>Mihai Fieraru<author:sep>Cristian Sminchisescu;http://arxiv.org/pdf/2306.09329v1;cs.CV;Project website at https://dream-human.github.io/;
2306.09551v1;http://arxiv.org/abs/2306.09551v1;2023-06-15;Edit-DiffNeRF: Editing 3D Neural Radiance Fields using 2D Diffusion  Model;"Recent research has demonstrated that the combination of pretrained diffusion
models with neural radiance fields (NeRFs) has emerged as a promising approach
for text-to-3D generation. Simply coupling NeRF with diffusion models will
result in cross-view inconsistency and degradation of stylized view syntheses.
To address this challenge, we propose the Edit-DiffNeRF framework, which is
composed of a frozen diffusion model, a proposed delta module to edit the
latent semantic space of the diffusion model, and a NeRF. Instead of training
the entire diffusion for each scene, our method focuses on editing the latent
semantic space in frozen pretrained diffusion models by the delta module. This
fundamental change to the standard diffusion framework enables us to make
fine-grained modifications to the rendered views and effectively consolidate
these instructions in a 3D scene via NeRF training. As a result, we are able to
produce an edited 3D scene that faithfully aligns to input text instructions.
Furthermore, to ensure semantic consistency across different viewpoints, we
propose a novel multi-view semantic consistency loss that extracts a latent
semantic embedding from the input view as a prior, and aim to reconstruct it in
different views. Our proposed method has been shown to effectively edit
real-world 3D scenes, resulting in 25% improvement in the alignment of the
performed 3D edits with text instructions compared to prior work.";Lu Yu<author:sep>Wei Xiang<author:sep>Kang Han;http://arxiv.org/pdf/2306.09551v1;cs.CV;;nerf
2306.09349v2;http://arxiv.org/abs/2306.09349v2;2023-06-15;UrbanIR: Large-Scale Urban Scene Inverse Rendering from a Single Video;"We show how to build a model that allows realistic, free-viewpoint renderings
of a scene under novel lighting conditions from video. Our method -- UrbanIR:
Urban Scene Inverse Rendering -- computes an inverse graphics representation
from the video. UrbanIR jointly infers shape, albedo, visibility, and sun and
sky illumination from a single video of unbounded outdoor scenes with unknown
lighting. UrbanIR uses videos from cameras mounted on cars (in contrast to many
views of the same points in typical NeRF-style estimation). As a result,
standard methods produce poor geometry estimates (for example, roofs), and
there are numerous ''floaters''. Errors in inverse graphics inference can
result in strong rendering artifacts. UrbanIR uses novel losses to control
these and other sources of error. UrbanIR uses a novel loss to make very good
estimates of shadow volumes in the original scene. The resulting
representations facilitate controllable editing, delivering photorealistic
free-viewpoint renderings of relit scenes and inserted objects. Qualitative
evaluation demonstrates strong improvements over the state-of-the-art.";Zhi-Hao Lin<author:sep>Bohan Liu<author:sep>Yi-Ting Chen<author:sep>David Forsyth<author:sep>Jia-Bin Huang<author:sep>Anand Bhattad<author:sep>Shenlong Wang;http://arxiv.org/pdf/2306.09349v2;cs.CV;https://urbaninverserendering.github.io/;nerf
2306.07579v1;http://arxiv.org/abs/2306.07579v1;2023-06-13;Parametric Implicit Face Representation for Audio-Driven Facial  Reenactment;"Audio-driven facial reenactment is a crucial technique that has a range of
applications in film-making, virtual avatars and video conferences. Existing
works either employ explicit intermediate face representations (e.g., 2D facial
landmarks or 3D face models) or implicit ones (e.g., Neural Radiance Fields),
thus suffering from the trade-offs between interpretability and expressive
power, hence between controllability and quality of the results. In this work,
we break these trade-offs with our novel parametric implicit face
representation and propose a novel audio-driven facial reenactment framework
that is both controllable and can generate high-quality talking heads.
Specifically, our parametric implicit representation parameterizes the implicit
representation with interpretable parameters of 3D face models, thereby taking
the best of both explicit and implicit methods. In addition, we propose several
new techniques to improve the three components of our framework, including i)
incorporating contextual information into the audio-to-expression parameters
encoding; ii) using conditional image synthesis to parameterize the implicit
representation and implementing it with an innovative tri-plane structure for
efficient learning; iii) formulating facial reenactment as a conditional image
inpainting problem and proposing a novel data augmentation technique to improve
model generalizability. Extensive experiments demonstrate that our method can
generate more realistic results than previous methods with greater fidelity to
the identities and talking styles of speakers.";Ricong Huang<author:sep>Peiwen Lai<author:sep>Yipeng Qin<author:sep>Guanbin Li;http://arxiv.org/pdf/2306.07579v1;cs.CV;CVPR 2023;
2306.07581v2;http://arxiv.org/abs/2306.07581v2;2023-06-13;Binary Radiance Fields;"In this paper, we propose \textit{binary radiance fields} (BiRF), a
storage-efficient radiance field representation employing binary feature
encoding that encodes local features using binary encoding parameters in a
format of either $+1$ or $-1$. This binarization strategy lets us represent the
feature grid with highly compact feature encoding and a dramatic reduction in
storage size. Furthermore, our 2D-3D hybrid feature grid design enhances the
compactness of feature encoding as the 3D grid includes main components while
2D grids capture details. In our experiments, binary radiance field
representation successfully outperforms the reconstruction performance of
state-of-the-art (SOTA) efficient radiance field models with lower storage
allocation. In particular, our model achieves impressive results in static
scene reconstruction, with a PSNR of 32.03 dB for Synthetic-NeRF scenes, 34.48
dB for Synthetic-NSVF scenes, 28.20 dB for Tanks and Temples scenes while only
utilizing 0.5 MB of storage space, respectively. We hope the proposed binary
radiance field representation will make radiance fields more accessible without
a storage bottleneck.";Seungjoo Shin<author:sep>Jaesik Park;http://arxiv.org/pdf/2306.07581v2;cs.CV;"Accepted to NeurIPS 2023. Project page:
  https://seungjooshin.github.io/BiRF";nerf
2306.08068v2;http://arxiv.org/abs/2306.08068v2;2023-06-13;DORSal: Diffusion for Object-centric Representations of Scenes et al;"Recent progress in 3D scene understanding enables scalable learning of
representations across large datasets of diverse scenes. As a consequence,
generalization to unseen scenes and objects, rendering novel views from just a
single or a handful of input images, and controllable scene generation that
supports editing, is now possible. However, training jointly on a large number
of scenes typically compromises rendering quality when compared to single-scene
optimized models such as NeRFs. In this paper, we leverage recent progress in
diffusion models to equip 3D scene representation learning models with the
ability to render high-fidelity novel views, while retaining benefits such as
object-level scene editing to a large degree. In particular, we propose DORSal,
which adapts a video diffusion architecture for 3D scene generation conditioned
on frozen object-centric slot-based representations of scenes. On both complex
synthetic multi-object scenes and on the real-world large-scale Street View
dataset, we show that DORSal enables scalable neural rendering of 3D scenes
with object-level editing and improves upon existing approaches.";Allan Jabri<author:sep>Sjoerd van Steenkiste<author:sep>Emiel Hoogeboom<author:sep>Mehdi S. M. Sajjadi<author:sep>Thomas Kipf;http://arxiv.org/pdf/2306.08068v2;cs.CV;Project page: https://www.sjoerdvansteenkiste.com/dorsal;nerf
2306.06388v3;http://arxiv.org/abs/2306.06388v3;2023-06-10;From NeRFLiX to NeRFLiX++: A General NeRF-Agnostic Restorer Paradigm;"Neural radiance fields (NeRF) have shown great success in novel view
synthesis. However, recovering high-quality details from real-world scenes is
still challenging for the existing NeRF-based approaches, due to the potential
imperfect calibration information and scene representation inaccuracy. Even
with high-quality training frames, the synthetic novel views produced by NeRF
models still suffer from notable rendering artifacts, such as noise and blur.
To address this, we propose NeRFLiX, a general NeRF-agnostic restorer paradigm
that learns a degradation-driven inter-viewpoint mixer. Specially, we design a
NeRF-style degradation modeling approach and construct large-scale training
data, enabling the possibility of effectively removing NeRF-native rendering
artifacts for deep neural networks. Moreover, beyond the degradation removal,
we propose an inter-viewpoint aggregation framework that fuses highly related
high-quality training images, pushing the performance of cutting-edge NeRF
models to entirely new levels and producing highly photo-realistic synthetic
views. Based on this paradigm, we further present NeRFLiX++ with a stronger
two-stage NeRF degradation simulator and a faster inter-viewpoint mixer,
achieving superior performance with significantly improved computational
efficiency. Notably, NeRFLiX++ is capable of restoring photo-realistic
ultra-high-resolution outputs from noisy low-resolution NeRF-rendered views.
Extensive experiments demonstrate the excellent restoration ability of
NeRFLiX++ on various novel view synthesis benchmarks.";Kun Zhou<author:sep>Wenbo Li<author:sep>Nianjuan Jiang<author:sep>Xiaoguang Han<author:sep>Jiangbo Lu;http://arxiv.org/pdf/2306.06388v3;cs.CV;"17 pages, 17 figures. To appear in TPAMI2023. Project Page:
  https://redrock303.github.io/nerflix_plus/. arXiv admin note: text overlap
  with arXiv:2303.06919";nerf
2306.06359v1;http://arxiv.org/abs/2306.06359v1;2023-06-10;NeRFool: Uncovering the Vulnerability of Generalizable Neural Radiance  Fields against Adversarial Perturbations;"Generalizable Neural Radiance Fields (GNeRF) are one of the most promising
real-world solutions for novel view synthesis, thanks to their cross-scene
generalization capability and thus the possibility of instant rendering on new
scenes. While adversarial robustness is essential for real-world applications,
little study has been devoted to understanding its implication on GNeRF. We
hypothesize that because GNeRF is implemented by conditioning on the source
views from new scenes, which are often acquired from the Internet or
third-party providers, there are potential new security concerns regarding its
real-world applications. Meanwhile, existing understanding and solutions for
neural networks' adversarial robustness may not be applicable to GNeRF, due to
its 3D nature and uniquely diverse operations. To this end, we present NeRFool,
which to the best of our knowledge is the first work that sets out to
understand the adversarial robustness of GNeRF. Specifically, NeRFool unveils
the vulnerability patterns and important insights regarding GNeRF's adversarial
robustness. Built upon the above insights gained from NeRFool, we further
develop NeRFool+, which integrates two techniques capable of effectively
attacking GNeRF across a wide range of target views, and provide guidelines for
defending against our proposed attacks. We believe that our NeRFool/NeRFool+
lays the initial foundation for future innovations in developing robust
real-world GNeRF solutions. Our codes are available at:
https://github.com/GATECH-EIC/NeRFool.";Yonggan Fu<author:sep>Ye Yuan<author:sep>Souvik Kundu<author:sep>Shang Wu<author:sep>Shunyao Zhang<author:sep>Yingyan Lin;http://arxiv.org/pdf/2306.06359v1;cs.CV;Accepted by ICML 2023;nerf
2306.06044v2;http://arxiv.org/abs/2306.06044v2;2023-06-09;GANeRF: Leveraging Discriminators to Optimize Neural Radiance Fields;"Neural Radiance Fields (NeRF) have shown impressive novel view synthesis
results; nonetheless, even thorough recordings yield imperfections in
reconstructions, for instance due to poorly observed areas or minor lighting
changes. Our goal is to mitigate these imperfections from various sources with
a joint solution: we take advantage of the ability of generative adversarial
networks (GANs) to produce realistic images and use them to enhance realism in
3D scene reconstruction with NeRFs. To this end, we learn the patch
distribution of a scene using an adversarial discriminator, which provides
feedback to the radiance field reconstruction, thus improving realism in a
3D-consistent fashion. Thereby, rendering artifacts are repaired directly in
the underlying 3D representation by imposing multi-view path rendering
constraints. In addition, we condition a generator with multi-resolution NeRF
renderings which is adversarially trained to further improve rendering quality.
We demonstrate that our approach significantly improves rendering quality,
e.g., nearly halving LPIPS scores compared to Nerfacto while at the same time
improving PSNR by 1.4dB on the advanced indoor scenes of Tanks and Temples.";Barbara Roessle<author:sep>Norman Müller<author:sep>Lorenzo Porzi<author:sep>Samuel Rota Bulò<author:sep>Peter Kontschieder<author:sep>Matthias Nießner;http://arxiv.org/pdf/2306.06044v2;cs.CV;"SIGGRAPH Asia 2023, project page:
  https://barbararoessle.github.io/ganerf , video: https://youtu.be/352ccXWxQVE";nerf
2306.05668v2;http://arxiv.org/abs/2306.05668v2;2023-06-09;RePaint-NeRF: NeRF Editting via Semantic Masks and Diffusion Models;"The emergence of Neural Radiance Fields (NeRF) has promoted the development
of synthesized high-fidelity views of the intricate real world. However, it is
still a very demanding task to repaint the content in NeRF. In this paper, we
propose a novel framework that can take RGB images as input and alter the 3D
content in neural scenes. Our work leverages existing diffusion models to guide
changes in the designated 3D content. Specifically, we semantically select the
target object and a pre-trained diffusion model will guide the NeRF model to
generate new 3D objects, which can improve the editability, diversity, and
application range of NeRF. Experiment results show that our algorithm is
effective for editing 3D objects in NeRF under different text prompts,
including editing appearance, shape, and more. We validate our method on both
real-world datasets and synthetic-world datasets for these editing tasks.
Please visit https://starstesla.github.io/repaintnerf for a better view of our
results.";Xingchen Zhou<author:sep>Ying He<author:sep>F. Richard Yu<author:sep>Jianqiang Li<author:sep>You Li;http://arxiv.org/pdf/2306.05668v2;cs.CV;IJCAI 2023 Accepted (Main Track);nerf
2306.06093v3;http://arxiv.org/abs/2306.06093v3;2023-06-09;HyP-NeRF: Learning Improved NeRF Priors using a HyperNetwork;"Neural Radiance Fields (NeRF) have become an increasingly popular
representation to capture high-quality appearance and shape of scenes and
objects. However, learning generalizable NeRF priors over categories of scenes
or objects has been challenging due to the high dimensionality of network
weight space. To address the limitations of existing work on generalization,
multi-view consistency and to improve quality, we propose HyP-NeRF, a latent
conditioning method for learning generalizable category-level NeRF priors using
hypernetworks. Rather than using hypernetworks to estimate only the weights of
a NeRF, we estimate both the weights and the multi-resolution hash encodings
resulting in significant quality gains. To improve quality even further, we
incorporate a denoise and finetune strategy that denoises images rendered from
NeRFs estimated by the hypernetwork and finetunes it while retaining multiview
consistency. These improvements enable us to use HyP-NeRF as a generalizable
prior for multiple downstream tasks including NeRF reconstruction from
single-view or cluttered scenes and text-to-NeRF. We provide qualitative
comparisons and evaluate HyP-NeRF on three tasks: generalization, compression,
and retrieval, demonstrating our state-of-the-art results.";Bipasha Sen<author:sep>Gaurav Singh<author:sep>Aditya Agarwal<author:sep>Rohith Agaram<author:sep>K Madhava Krishna<author:sep>Srinath Sridhar;http://arxiv.org/pdf/2306.06093v3;cs.CV;Project Page: https://hyp-nerf.github.io;nerf
2306.06300v2;http://arxiv.org/abs/2306.06300v2;2023-06-09;NERFBK: A High-Quality Benchmark for NERF-Based 3D Reconstruction;"This paper introduces a new real and synthetic dataset called NeRFBK
specifically designed for testing and comparing NeRF-based 3D reconstruction
algorithms. High-quality 3D reconstruction has significant potential in various
fields, and advancements in image-based algorithms make it essential to
evaluate new advanced techniques. However, gathering diverse data with precise
ground truth is challenging and may not encompass all relevant applications.
The NeRFBK dataset addresses this issue by providing multi-scale, indoor and
outdoor datasets with high-resolution images and videos and camera parameters
for testing and comparing NeRF-based algorithms. This paper presents the design
and creation of the NeRFBK benchmark, various examples and application
scenarios, and highlights its potential for advancing the field of 3D
reconstruction.";Ali Karami<author:sep>Simone Rigon<author:sep>Gabriele Mazzacca<author:sep>Ziyang Yan<author:sep>Fabio Remondino;http://arxiv.org/pdf/2306.06300v2;cs.CV;paper result has problem;nerf
2306.05410v1;http://arxiv.org/abs/2306.05410v1;2023-06-08;LU-NeRF: Scene and Pose Estimation by Synchronizing Local Unposed NeRFs;"A critical obstacle preventing NeRF models from being deployed broadly in the
wild is their reliance on accurate camera poses. Consequently, there is growing
interest in extending NeRF models to jointly optimize camera poses and scene
representation, which offers an alternative to off-the-shelf SfM pipelines
which have well-understood failure modes. Existing approaches for unposed NeRF
operate under limited assumptions, such as a prior pose distribution or coarse
pose initialization, making them less effective in a general setting. In this
work, we propose a novel approach, LU-NeRF, that jointly estimates camera poses
and neural radiance fields with relaxed assumptions on pose configuration. Our
approach operates in a local-to-global manner, where we first optimize over
local subsets of the data, dubbed mini-scenes. LU-NeRF estimates local pose and
geometry for this challenging few-shot task. The mini-scene poses are brought
into a global reference frame through a robust pose synchronization step, where
a final global optimization of pose and scene can be performed. We show our
LU-NeRF pipeline outperforms prior attempts at unposed NeRF without making
restrictive assumptions on the pose prior. This allows us to operate in the
general SE(3) pose setting, unlike the baselines. Our results also indicate our
model can be complementary to feature-based SfM pipelines as it compares
favorably to COLMAP on low-texture and low-resolution images.";Zezhou Cheng<author:sep>Carlos Esteves<author:sep>Varun Jampani<author:sep>Abhishek Kar<author:sep>Subhransu Maji<author:sep>Ameesh Makadia;http://arxiv.org/pdf/2306.05410v1;cs.CV;Project website: https://people.cs.umass.edu/~zezhoucheng/lu-nerf/;nerf
2306.05145v1;http://arxiv.org/abs/2306.05145v1;2023-06-08;Variable Radiance Field for Real-Life Category-Specifc Reconstruction  from Single Image;"Reconstructing category-specific objects from a single image is a challenging
task that requires inferring the geometry and appearance of an object from a
limited viewpoint. Existing methods typically rely on local feature retrieval
based on re-projection with known camera intrinsic, which are slow and prone to
distortion at viewpoints distant from the input image. In this paper, we
present Variable Radiance Field (VRF), a novel framework that can efficiently
reconstruct category-specific objects from a single image without known camera
parameters. Our key contributions are: (1) We parameterize the geometry and
appearance of the object using a multi-scale global feature extractor, which
avoids frequent point-wise feature retrieval and camera dependency. We also
propose a contrastive learning-based pretraining strategy to improve the
feature extractor. (2) We reduce the geometric complexity of the object by
learning a category template, and use hypernetworks to generate a small neural
radiance field for fast and instance-specific rendering. (3) We align each
training instance to the template space using a learned similarity
transformation, which enables semantic-consistent learning across different
objects. We evaluate our method on the CO3D dataset and show that it
outperforms existing methods in terms of quality and speed. We also demonstrate
its applicability to shape interpolation and object placement tasks.";Kun Wang<author:sep>Zhiqiang Yan<author:sep>Zhenyu Zhang<author:sep>Xiang Li<author:sep>Jun Li<author:sep>Jian Yang;http://arxiv.org/pdf/2306.05145v1;cs.CV;;
2306.05303v1;http://arxiv.org/abs/2306.05303v1;2023-06-08;Enhance-NeRF: Multiple Performance Evaluation for Neural Radiance Fields;"The quality of three-dimensional reconstruction is a key factor affecting the
effectiveness of its application in areas such as virtual reality (VR) and
augmented reality (AR) technologies. Neural Radiance Fields (NeRF) can generate
realistic images from any viewpoint. It simultaneously reconstructs the shape,
lighting, and materials of objects, and without surface defects, which breaks
down the barrier between virtuality and reality. The potential spatial
correspondences displayed by NeRF between reconstructed scenes and real-world
scenes offer a wide range of practical applications possibilities. Despite
significant progress in 3D reconstruction since NeRF were introduced, there
remains considerable room for exploration and experimentation. NeRF-based
models are susceptible to interference issues caused by colored ""fog"" noise.
Additionally, they frequently encounter instabilities and failures while
attempting to reconstruct unbounded scenes. Moreover, the model takes a
significant amount of time to converge, making it even more challenging to use
in such scenarios. Our approach, coined Enhance-NeRF, which adopts joint color
to balance low and high reflectivity objects display, utilizes a decoding
architecture with prior knowledge to improve recognition, and employs
multi-layer performance evaluation mechanisms to enhance learning capacity. It
achieves reconstruction of outdoor scenes within one hour under single-card
condition. Based on experimental results, Enhance-NeRF partially enhances
fitness capability and provides some support to outdoor scene reconstruction.
The Enhance-NeRF method can be used as a plug-and-play component, making it
easy to integrate with other NeRF-based models. The code is available at:
https://github.com/TANQIanQ/Enhance-NeRF";Qianqiu Tan<author:sep>Tao Liu<author:sep>Yinling Xie<author:sep>Shuwan Yu<author:sep>Baohua Zhang;http://arxiv.org/pdf/2306.05303v1;cs.CV;;nerf
2306.04166v3;http://arxiv.org/abs/2306.04166v3;2023-06-07;BAA-NGP: Bundle-Adjusting Accelerated Neural Graphics Primitives;"Implicit neural representation has emerged as a powerful method for
reconstructing 3D scenes from 2D images. Given a set of camera poses and
associated images, the models can be trained to synthesize novel, unseen views.
In order to expand the use cases for implicit neural representations, we need
to incorporate camera pose estimation capabilities as part of the
representation learning, as this is necessary for reconstructing scenes from
real-world video sequences where cameras are generally not being tracked.
Existing approaches like COLMAP and, most recently, bundle-adjusting neural
radiance field methods often suffer from lengthy processing times. These delays
ranging from hours to days, arise from laborious feature matching, hardware
limitations, dense point sampling, and long training times required by a
multi-layer perceptron structure with a large number of parameters. To address
these challenges, we propose a framework called bundle-adjusting accelerated
neural graphics primitives (BAA-NGP). Our approach leverages accelerated
sampling and hash encoding to expedite both pose refinement/estimation and 3D
scene reconstruction. Experimental results demonstrate that our method achieves
a more than 10 to 20 $\times$ speed improvement in novel view synthesis
compared to other bundle-adjusting neural radiance field methods without
sacrificing the quality of pose estimation. The github repository can be found
here https://github.com/IntelLabs/baa-ngp.";Sainan Liu<author:sep>Shan Lin<author:sep>Jingpei Lu<author:sep>Shreya Saha<author:sep>Alexey Supikov<author:sep>Michael Yip;http://arxiv.org/pdf/2306.04166v3;cs.CV;;
2306.03576v1;http://arxiv.org/abs/2306.03576v1;2023-06-06;Human 3D Avatar Modeling with Implicit Neural Representation: A Brief  Survey;"A human 3D avatar is one of the important elements in the metaverse, and the
modeling effect directly affects people's visual experience. However, the human
body has a complex topology and diverse details, so it is often expensive,
time-consuming, and laborious to build a satisfactory model. Recent studies
have proposed a novel method, implicit neural representation, which is a
continuous representation method and can describe objects with arbitrary
topology at arbitrary resolution. Researchers have applied implicit neural
representation to human 3D avatar modeling and obtained more excellent results
than traditional methods. This paper comprehensively reviews the application of
implicit neural representation in human body modeling. First, we introduce
three implicit representations of occupancy field, SDF, and NeRF, and make a
classification of the literature investigated in this paper. Then the
application of implicit modeling methods in the body, hand, and head are
compared and analyzed respectively. Finally, we point out the shortcomings of
current work and provide available suggestions for researchers.";Mingyang Sun<author:sep>Dingkang Yang<author:sep>Dongliang Kou<author:sep>Yang Jiang<author:sep>Weihua Shan<author:sep>Zhe Yan<author:sep>Lihua Zhang;http://arxiv.org/pdf/2306.03576v1;cs.CV;A Brief Survey;nerf
2306.03727v1;http://arxiv.org/abs/2306.03727v1;2023-06-06;Towards Visual Foundational Models of Physical Scenes;"We describe a first step towards learning general-purpose visual
representations of physical scenes using only image prediction as a training
criterion. To do so, we first define ""physical scene"" and show that, even
though different agents may maintain different representations of the same
scene, the underlying physical scene that can be inferred is unique. Then, we
show that NeRFs cannot represent the physical scene, as they lack extrapolation
mechanisms. Those, however, could be provided by Diffusion Models, at least in
theory. To test this hypothesis empirically, NeRFs can be combined with
Diffusion Models, a process we refer to as NeRF Diffusion, used as unsupervised
representations of the physical scene. Our analysis is limited to visual data,
without external grounding mechanisms that can be provided by independent
sensory modalities.";Chethan Parameshwara<author:sep>Alessandro Achille<author:sep>Matthew Trager<author:sep>Xiaolong Li<author:sep>Jiawei Mo<author:sep>Matthew Trager<author:sep>Ashwin Swaminathan<author:sep>CJ Taylor<author:sep>Dheera Venkatraman<author:sep>Xiaohan Fei<author:sep>Stefano Soatto;http://arxiv.org/pdf/2306.03727v1;cs.CV;"TLDR: Physical scenes are equivalence classes of sufficient
  statistics, and can be inferred uniquely by any agent measuring the same
  finite data; We formalize and implement an approach to representation
  learning that overturns ""naive realism"" in favor of an analytical approach of
  Russell and Koenderink. NeRFs cannot capture the physical scenes, but
  combined with Diffusion Models they can";nerf
